dataTime,locType,longitude,latitude,heading,accuracy,speed,distance,isBackForeground,stepType,altitude
1775911317,1,-79.645763,43.585087,0.000000,9.387325,-1.000000,0.000000,1,0,183.028923
1775923549,1,-79.643911,43.586129,0.000000,3.626506,16.083989,189.146612,1,0,155.451517
1775923561,1,-79.642259,43.587548,0.000000,2.332345,15.093698,206.539256,1,0,154.865752
1775923628,1,-79.641435,43.588244,0.000000,2.575383,9.148984,102.023801,1,0,153.916020
1775923636,1,-79.640542,43.589007,0.000000,2.448460,15.764149,111.303069,1,0,154.349290
1775923643,1,-79.639614,43.589803,0.000000,2.896399,16.304020,115.927597,1,0,153.990922
1775923650,1,-79.638773,43.590527,0.000000,2.938001,14.386132,105.282048,1,0,153.243932
1775923698,1,-79.637924,43.591245,0.000000,2.145536,9.453455,105.193559,1,0,149.778781
1775923706,1,-79.637085,43.591919,0.000000,2.432922,13.020689,100.988031,1,0,146.541947
1775923716,1,-79.636179,43.592648,0.000000,2.007918,10.900671,109.149527,1,0,142.623832
1775923813,1,-79.635330,43.593342,0.000000,2.104503,6.826361,103.181371,1,0,139.896179
1775923822,1,-79.634485,43.594042,0.000000,2.070855,13.083442,103.467160,1,0,140.692380
1775923831,1,-79.633669,43.594751,0.000000,2.192276,8.971180,102.702771,1,0,139.527023
1775923840,1,-79.632849,43.595438,0.000000,2.014114,13.979261,101.051480,1,0,138.093828
1775923847,1,-79.632019,43.596150,0.000000,2.730050,14.970605,103.685847,1,0,134.722857
1775923903,1,-79.631219,43.596837,0.000000,2.525461,1.723844,100.000452,1,0,134.454868
1775923914,1,-79.630309,43.597617,0.000000,2.847068,14.447090,113.622193,1,0,139.091187
1775923921,1,-79.629398,43.598344,0.000000,3.585270,16.174645,109.251514,1,0,135.308353
1775923927,1,-79.628576,43.599035,0.000000,2.077509,16.937559,101.489097,1,0,133.946136
1775923934,1,-79.627747,43.599736,0.000000,2.727419,12.745328,102.699723,1,0,136.961311
1775923945,1,-79.626923,43.600444,0.000000,6.308831,5.955693,103.029633,1,0,137.957452
1775923975,1,-79.626079,43.601180,0.000000,7.985760,12.651518,106.450687,1,0,139.158316
1775923982,1,-79.625261,43.601874,0.000000,7.999924,15.194964,101.531131,1,0,139.254272
1775923990,1,-79.624381,43.602633,0.000000,2.270298,15.714548,110.276483,1,0,139.565107
1775923997,1,-79.623497,43.603407,0.000000,3.183261,16.447485,111.757845,1,0,139.996983
1775924003,1,-79.622712,43.604104,0.000000,2.068518,17.754168,100.072028,1,0,140.414557
1775924009,1,-79.621877,43.604850,0.000000,2.505401,17.389886,106.842493,1,0,141.044780
1775924015,1,-79.621072,43.605575,0.000000,2.048934,17.198427,103.504784,1,0,141.869761
1775924023,1,-79.620232,43.606337,0.000000,2.267350,9.695889,108.479376,1,0,142.417931
1775924065,1,-79.619428,43.607099,0.000000,2.360083,7.111299,106.686219,1,0,141.610254
1775924074,1,-79.618588,43.607827,0.000000,2.455253,14.129763,105.557500,1,0,140.500122
1775924082,1,-79.617771,43.608545,0.000000,2.160951,12.217722,103.515364,1,0,140.801920
1775924090,1,-79.616978,43.609244,0.000000,2.249289,13.503206,100.649847,1,0,141.431008
1775924097,1,-79.616196,43.609944,0.000000,2.861353,14.652589,100.173558,1,0,141.352652
1775924104,1,-79.615403,43.610649,0.000000,2.021368,14.809163,101.165130,1,0,140.573530
1775924111,1,-79.614616,43.611365,0.000000,2.264383,14.302983,101.811362,1,0,139.735346
1775924121,1,-79.613788,43.612127,0.000000,2.364086,11.566087,107.872251,1,0,138.208280
1775924128,1,-79.613016,43.612833,0.000000,3.258567,15.039971,100.187733,1,0,135.874506
1775924135,1,-79.612248,43.613553,0.000000,2.253219,14.239862,101.212047,1,0,135.326157
1775924142,1,-79.611446,43.614275,0.000000,2.080935,14.436487,103.089278,1,0,134.815909
1775924149,1,-79.610637,43.614992,0.000000,2.014142,15.247632,103.011065,1,0,134.191160
1775924156,1,-79.609831,43.615731,0.000000,2.007104,14.658970,104.762275,1,0,134.419323
1775924163,1,-79.609024,43.616470,0.000000,2.748922,15.432920,104.812427,1,0,133.839788
1775924170,1,-79.608146,43.617276,0.000000,2.926479,16.812841,114.206473,1,0,132.256682
1775924176,1,-79.607369,43.617982,0.000000,2.249750,16.073016,100.435615,1,0,133.183490
1775924183,1,-79.606530,43.618740,0.000000,2.421181,15.473584,108.074086,1,0,135.355587
1775924190,1,-79.605692,43.619511,0.000000,2.280332,15.787776,109.153403,1,0,137.744404
1775924197,1,-79.604869,43.620268,0.000000,2.012493,14.501231,107.182258,1,0,141.368955
1775924205,1,-79.604032,43.621024,0.000000,2.121555,13.201833,107.795748,1,0,145.633703
1775924214,1,-79.603183,43.621825,0.000000,2.201150,12.592432,112.324056,1,0,147.373656
1775924223,1,-79.602319,43.622624,0.000000,2.533907,13.364414,112.892011,1,0,148.534238
1775924230,1,-79.601605,43.623251,0.000000,3.184662,13.092373,90.413439,1,0,147.772501
1775924239,1,-79.600683,43.624084,0.000000,2.410957,12.699058,118.762367,1,0,146.555332
1775924293,1,-79.599912,43.624796,0.000000,2.990882,7.572693,100.653362,1,0,145.140246
1775924302,1,-79.599027,43.625607,0.000000,2.034681,15.090522,114.988676,1,0,144.363439
1775924309,1,-79.598199,43.626359,0.000000,2.561203,15.539241,106.994532,1,0,143.842699
1775924316,1,-79.597376,43.627108,0.000000,2.152976,14.963392,106.478075,1,0,143.562169
1775924323,1,-79.596515,43.627896,0.000000,2.441985,17.418944,111.778382,1,0,141.948134
1775924329,1,-79.595682,43.628664,0.000000,2.015275,18.191403,108.633606,1,0,141.382245
1775924335,1,-79.594767,43.629500,0.000000,2.428820,19.604816,118.665156,1,0,139.822889
1775924341,1,-79.593886,43.630306,0.000000,2.836795,18.783962,114.348313,1,0,138.166908
1775924347,1,-79.593047,43.631075,0.000000,2.632842,17.695125,109.020944,1,0,136.505814
1775924353,1,-79.592244,43.631789,0.000000,2.435660,16.663573,102.438278,1,0,134.842451
1775924360,1,-79.591388,43.632570,0.000000,3.526198,15.197692,110.914462,1,0,132.366228
1775924367,1,-79.590533,43.633383,0.000000,2.988353,17.815342,113.668605,1,0,130.293620
1775924373,1,-79.589679,43.634164,0.000000,2.344283,19.103502,110.813940,1,0,129.090846
1775924379,1,-79.588748,43.634977,0.000000,2.023037,19.586788,117.492799,1,0,128.858728
1775924385,1,-79.587872,43.635745,0.000000,2.082207,17.809060,110.810710,1,0,128.788988
1775924391,1,-79.587101,43.636471,0.000000,2.033651,16.623022,101.873041,1,0,129.142262
1775924399,1,-79.586318,43.637263,0.000000,2.086193,10.093274,108.334539,1,0,129.649985
1775924410,1,-79.585504,43.638054,0.000000,2.034577,12.449686,109.720081,1,0,133.175185
1775924419,1,-79.584694,43.638788,0.000000,2.597534,7.564730,104.513778,1,0,135.784723
1775924485,1,-79.583939,43.639534,0.000000,2.342406,12.974386,102.868340,1,0,136.370790
1775924492,1,-79.583078,43.640220,0.000000,2.774984,15.195210,103.134058,1,0,137.052612
1775924499,1,-79.581795,43.640658,0.000000,2.041044,17.347032,114.398206,1,0,136.133021
1775924505,1,-79.580607,43.641090,0.000000,2.801784,17.847332,107.209813,1,0,135.945654
1775924511,1,-79.579431,43.641500,0.000000,2.476612,17.118434,105.264176,1,0,136.287247
1775924518,1,-79.578214,43.641933,0.000000,2.149184,14.431219,109.356179,1,0,136.284908
1775924531,1,-79.577120,43.642272,0.000000,2.054924,6.487097,95.979114,1,0,135.524568
1775924557,1,-79.575777,43.642533,0.000000,2.345493,10.889710,112.185426,1,0,138.075840
1775924566,1,-79.574537,43.642801,0.000000,3.273043,12.173510,104.397714,1,0,136.613003
1775924575,1,-79.573342,43.643075,0.000000,3.166595,10.210443,101.113276,1,0,138.481307
1775924585,1,-79.572045,43.643376,0.000000,2.425203,11.405000,109.865421,1,0,141.147859
1775924594,1,-79.570785,43.643682,0.000000,2.070319,13.068470,107.200442,1,0,141.231868
1775924603,1,-79.569579,43.643964,0.000000,2.191903,10.021571,102.228984,1,0,141.725368
1775924613,1,-79.568365,43.644208,0.000000,2.309911,7.707161,101.636891,1,0,141.434067
1775924679,1,-79.567075,43.644525,0.000000,8.603684,11.748130,109.884423,1,0,141.887139
1775924689,1,-79.565858,43.644775,0.000000,3.108367,6.280726,102.049646,1,0,142.201684
1775924707,1,-79.564665,43.645143,0.000000,4.696006,10.515469,104.583981,1,0,143.037147
1775924720,1,-79.563412,43.645463,0.000000,5.438367,8.805543,107.170935,1,0,144.361736
1775924730,1,-79.562152,43.645608,0.000000,2.086977,10.771946,102.934765,1,0,143.292034
1775924741,1,-79.561483,43.644832,0.000000,3.021219,12.546976,101.723394,1,0,139.878004
1775924750,1,-79.562633,43.645228,0.000000,2.197385,15.786728,102.693519,1,0,139.014519
1775924756,1,-79.563102,43.646146,0.000000,14.423093,19.176869,108.790680,1,0,141.643586
1775924761,1,-79.563553,43.647050,0.000000,2.941461,22.687307,106.830276,1,0,140.857243
1775924766,1,-79.564014,43.648136,0.000000,2.477220,26.377975,126.266258,1,0,140.967822
1775924770,1,-79.564432,43.649124,0.000000,2.002104,29.195048,114.838026,1,0,141.879670
1775924774,1,-79.564856,43.650104,0.000000,2.059624,28.180389,114.132822,1,0,142.475941
1775924778,1,-79.565318,43.651022,0.000000,2.026625,26.647170,108.594433,1,0,143.057232
1775924782,1,-79.565775,43.651882,0.000000,3.149149,25.162903,102.419633,1,0,143.652534
1775924786,1,-79.566235,43.652759,0.000000,2.414375,26.890601,104.269959,1,0,144.161343
1775924790,1,-79.566757,43.653725,0.000000,2.698970,29.569940,115.297191,1,0,144.706379
1775924794,1,-79.567324,43.654761,0.000000,2.009081,30.806753,123.863190,1,0,145.169640
1775924798,1,-79.567852,43.655758,0.000000,2.028387,29.468546,118.681799,1,0,145.682488
1775924802,1,-79.568379,43.656753,0.000000,2.002031,29.430020,118.445443,1,0,146.143787
1775924806,1,-79.568903,43.657721,0.000000,2.000007,28.417634,115.561708,1,0,146.734628
1775924810,1,-79.569370,43.658676,0.000000,2.134440,28.053292,112.597857,1,0,146.487990
1775924814,1,-79.569809,43.659622,0.000000,2.533243,27.731179,110.914244,1,0,145.918017
1775924818,1,-79.570225,43.660544,0.000000,2.003649,26.796851,107.797679,1,0,145.490721
1775924822,1,-79.570605,43.661505,0.000000,2.587129,28.629148,111.087628,1,0,144.859837
